ExecutionId,CycleName,FolderName,Issue Key,Test Summary,Project,Component,Version,Priority,Executed By,Executed On,ExecutionStatus,ExecutionDefects,CreationDate,Assigned To,Custom Fields,Work Flow Status,Total Execution Time,Total Logged Time,StepId,OrderId,Step,Test Data,Expected Result,Step Result,Comments,Step Custom Fields
5fdcae29-6545-4167-985a-a494a05094c6,Ad hoc,,PRJCT4-18,login functionality,project4,,version1.0,Medium,Vishnu R,08-21-2022 21:08:01,PASS,,08-21-2022 21:03:18,,,,,,ff0f66a9-1b84-4e87-90e7-83632088880a,2,enter the url,https://opensource-demo.orangehrmlive.com/,it should navigate to orange hrm,PASS,,
5fdcae29-6545-4167-985a-a494a05094c6,Ad hoc,,PRJCT4-18,login functionality,project4,,version1.0,Medium,Vishnu R,08-21-2022 21:08:01,PASS,,08-21-2022 21:03:18,,,,,,795d68c3-d419-444d-8c82-5cae9556855f,3,enter the username,Admin,entered username should be accepted,PASS,,
5fdcae29-6545-4167-985a-a494a05094c6,Ad hoc,,PRJCT4-18,login functionality,project4,,version1.0,Medium,Vishnu R,08-21-2022 21:08:01,PASS,,08-21-2022 21:03:18,,,,,,33a3c9c7-9907-430b-aad3-2932b32969a6,4,enter the password,admin123,entered password should be accepted,PASS,,
5fdcae29-6545-4167-985a-a494a05094c6,Ad hoc,,PRJCT4-18,login functionality,project4,,version1.0,Medium,Vishnu R,08-21-2022 21:08:01,PASS,,08-21-2022 21:03:18,,,,,,d254597d-ec0c-41e6-a152-269538250a4f,5,click log in button,,login should be successful,PASS,,
5fdcae29-6545-4167-985a-a494a05094c6,Ad hoc,,PRJCT4-18,login functionality,project4,,version1.0,Medium,Vishnu R,08-21-2022 21:08:01,PASS,,08-21-2022 21:03:18,,,,,,e4c94c36-971e-4a4e-9dee-4eed08da5558,6,should be in orangehrm home page and click on profile,,user profile should open,PASS,,
5fdcae29-6545-4167-985a-a494a05094c6,Ad hoc,,PRJCT4-18,login functionality,project4,,version1.0,Medium,Vishnu R,08-21-2022 21:08:01,PASS,,08-21-2022 21:03:18,,,,,,9f9a72ea-b5f6-4f43-8f57-a5765f44fc5f,7,orangehrm home page employee list option selected,,employee list opened,PASS,,
5fdcae29-6545-4167-985a-a494a05094c6,Ad hoc,,PRJCT4-18,login functionality,project4,,version1.0,Medium,Vishnu R,08-21-2022 21:08:01,PASS,,08-21-2022 21:03:18,,,,,,e3da31ed-04c8-41ad-b399-0244ba2881a5,8,enter employee name,vishnu r,name should be displayed,PASS,,
5fdcae29-6545-4167-985a-a494a05094c6,Ad hoc,,PRJCT4-18,login functionality,project4,,version1.0,Medium,Vishnu R,08-21-2022 21:08:01,PASS,,08-21-2022 21:03:18,,,,,,7ce047e4-a4eb-43fd-aaf3-d006ccb16d86,9,Click dropdown box in employment status,,Should be able to select options from dropdown box and must be displayed,PASS,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,f6d0249b-a461-4804-ac2c-6cc309223d61,1,open the browser,chrome browser,browser should open,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,805e9901-c4b6-4bac-b877-5b03af0d0c1b,2,enter the url,https://opensource-demo.orangehrmlive.com/,it should navigate to the orange HRM,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,01e5d599-e923-4ec7-8aa6-02f70486b0a2,3,enter user name,Admin,user name should accepted,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,c020e975-f2b9-49a3-8015-47ac812ed841,4,enter password,admin123,password should accepted,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,6ca28fe3-4513-498d-81fa-d2b959f2cab7,5,click on login,,login should be successful,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,2e91a55e-1499-40e9-bc9c-2fa5caa05d7b,6,should be in orange HRM home page click on profile,,profile should open,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,fc5e66b3-ba23-4b79-9171-9c693612d9df,7,select about from profile,,details about company should be displayed,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,1d4bb027-a9b9-4e27-b29f-bafdb7f52764,8,select support from profile,,customer support page along with web link should be displayed,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,aa0bfa40-5dac-41f0-9dbb-29e3d38df4ce,9,should be in orange hrm home page click on Admin/user management,,Admin/user management should be open,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,ac61611f-1964-464a-8855-a301f84ab68b,10,select user role,Admin,user role must be displayed,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,941b4f19-b690-46d2-9135-d5fe67a9c67d,11,type employee name,AdminA,employee name must be displayed,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,209232e0-814d-425f-a3fb-5680b35e839b,12,select status,enable,status must be enabled,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,5bbe2f39-bd3d-4fda-bc5a-ac4492943311,13,select user name,Vishnu R,user name must be displayed,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,0918d95e-fe86-409c-9f5c-028cc8a1a4cc,14,select password,Admin@123,password should be accepted,UNEXECUTED,,
996b7b1f-3961-4247-a09f-9cc58d86c27c,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,,,UNEXECUTED,,08-22-2022 21:24:36,,,,,,9f17ed82-e8af-4b51-8d4a-0b2db04d7ea9,15,click on save,,details saved successfully,UNEXECUTED,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,f6d0249b-a461-4804-ac2c-6cc309223d61,1,open the browser,chrome browser,browser should open,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,805e9901-c4b6-4bac-b877-5b03af0d0c1b,2,enter the url,https://opensource-demo.orangehrmlive.com/,it should navigate to the orange HRM,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,01e5d599-e923-4ec7-8aa6-02f70486b0a2,3,enter user name,Admin,user name should accepted,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,c020e975-f2b9-49a3-8015-47ac812ed841,4,enter password,admin123,password should accepted,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,6ca28fe3-4513-498d-81fa-d2b959f2cab7,5,click on login,,login should be successful,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,2e91a55e-1499-40e9-bc9c-2fa5caa05d7b,6,should be in orange HRM home page click on profile,,profile should open,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,fc5e66b3-ba23-4b79-9171-9c693612d9df,7,select about from profile,,details about company should be displayed,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,1d4bb027-a9b9-4e27-b29f-bafdb7f52764,8,select support from profile,,customer support page along with web link should be displayed,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,aa0bfa40-5dac-41f0-9dbb-29e3d38df4ce,9,should be in orange hrm home page click on Admin/user management,,Admin/user management should be open,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,ac61611f-1964-464a-8855-a301f84ab68b,10,select user role,Admin,user role must be displayed,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,941b4f19-b690-46d2-9135-d5fe67a9c67d,11,type employee name,AdminA,employee name must be displayed,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,209232e0-814d-425f-a3fb-5680b35e839b,12,select status,enable,status must be enabled,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,5bbe2f39-bd3d-4fda-bc5a-ac4492943311,13,select user name,Vishnu R,user name must be displayed,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,0918d95e-fe86-409c-9f5c-028cc8a1a4cc,14,select password,Admin@123,password should be accepted,PASS,,
f7c2ec44-ea75-476c-8224-f7604b5e8f4a,Ad hoc,,PRJCT4-20,login functionality,project4,,version1.0,Medium,Vishnu R,08-22-2022 21:27:01,PASS,,08-22-2022 21:24:59,,,,,,9f17ed82-e8af-4b51-8d4a-0b2db04d7ea9,15,click on save,,details saved successfully,PASS,,
